,Real classes,KNN,Logistic Regression,Decision Tree,Random Forest,SVM,GNBC,BNBC
26304,5,5,5,5,5,5,5,5
26305,6,6,6,6,6,6,6,6
26306,5,5,5,5,5,5,5,5
26307,8,8,8,8,8,8,8,8
26308,3,3,3,3,3,3,3,3
26309,0,0,0,0,0,0,0,0
26310,3,3,3,3,3,3,3,3
26311,1,1,1,1,1,1,1,1
26312,3,2,3,3,3,3,6,2
26313,3,3,3,3,3,3,3,3
26314,3,3,3,3,3,3,3,3
26315,7,7,7,7,7,7,4,4
26316,3,3,3,3,3,3,3,3
26317,3,3,3,3,3,3,3,3
26318,4,4,4,4,4,4,4,4
26319,1,1,1,1,1,1,1,1
26320,7,7,7,7,7,7,7,7
26321,1,1,1,1,1,1,1,1
26322,7,7,7,7,7,7,7,7
26323,1,1,1,1,1,1,1,1
26324,9,9,9,9,9,9,9,9
26325,3,3,3,3,3,3,3,3
26326,2,2,2,2,2,2,2,2
26327,8,8,8,8,8,8,8,8
26328,5,5,5,5,5,5,5,5
26329,2,2,2,2,2,2,2,2
26330,8,8,8,8,8,8,8,8
26331,8,8,8,8,8,8,8,8
26332,2,2,2,2,2,2,2,2
26333,6,6,6,6,6,6,6,6
26334,1,6,1,1,1,1,3,3
26335,7,7,7,7,7,7,7,7
26336,9,9,9,9,9,9,9,9
26337,2,2,2,2,2,2,2,2
26338,1,1,1,1,1,1,1,1
26339,3,3,3,3,3,3,3,3
26340,9,9,9,9,9,9,9,9
26341,0,0,0,0,0,0,9,8
26342,6,6,6,6,6,6,6,6
26343,5,5,5,5,5,5,5,5
26344,3,3,3,3,3,3,3,3
26345,8,8,8,8,8,8,8,8
26346,9,9,9,9,9,9,9,9
26347,5,5,5,5,5,5,5,5
26348,4,4,4,4,4,4,4,4
26349,8,8,8,8,8,8,8,8
26350,6,6,6,6,6,6,6,6
26351,2,2,2,2,2,2,2,2
26352,6,6,6,6,6,6,6,6
26353,7,7,7,7,7,7,7,7
26354,0,0,0,0,0,0,0,0
26355,0,0,0,0,0,0,0,0
26356,7,7,7,7,7,7,7,7
26357,2,2,2,2,2,2,2,2
26358,4,4,4,4,4,4,4,4
26359,2,2,2,2,2,2,2,2
26360,7,7,7,7,7,7,7,7
26361,3,2,3,3,3,2,2,2
26362,6,6,6,6,6,6,6,6
26363,5,5,5,5,5,5,5,5
26364,2,2,2,2,2,2,2,2
26365,9,9,9,9,9,9,9,9
26366,0,0,0,0,0,0,0,0
26367,6,6,6,6,6,6,6,6
26368,9,9,9,9,9,9,9,9
26369,5,5,5,5,5,5,5,5
26370,1,1,1,1,1,1,1,1
26371,7,7,7,7,7,7,7,7
26372,2,2,2,2,2,2,2,2
26373,1,1,1,1,1,1,1,1
26374,7,7,7,7,7,7,2,2
26375,2,2,2,2,2,2,2,2
26376,6,6,6,6,6,6,6,6
26377,8,8,8,8,8,8,8,8
26378,9,9,9,9,9,9,9,9
26379,6,6,6,6,6,6,6,6
26380,8,8,8,8,8,8,3,3
26381,0,0,0,0,0,0,0,0
26382,0,0,0,0,0,0,0,0
26383,5,5,3,5,5,5,5,5
26384,3,3,3,3,3,3,3,3
26385,7,7,7,7,7,7,7,7
26386,6,6,6,6,6,6,6,6
26387,1,1,1,1,1,1,1,1
26388,5,5,5,5,5,5,5,5
26389,5,5,5,5,5,5,5,5
26390,3,3,3,3,3,3,3,3
26391,0,0,0,0,0,0,0,0
26392,4,4,4,4,4,4,4,4
26393,5,7,5,5,5,5,7,3
26394,4,4,4,4,4,4,4,4
26395,3,3,3,3,3,3,3,3
26396,1,9,1,1,1,9,9,9
26397,1,1,1,1,1,1,1,1
26398,0,0,0,0,0,0,0,0
26399,0,0,0,0,0,0,3,3
26400,6,6,6,6,6,6,6,6
26401,7,7,7,7,7,7,7,7
26402,3,3,3,3,3,3,3,3
26403,0,0,0,0,0,0,0,0
26404,2,2,2,2,2,2,2,2
26405,0,0,0,0,0,0,0,0
26406,1,1,1,1,1,1,1,1
26407,5,5,5,5,5,5,5,5
26408,7,7,7,7,7,7,7,7
26409,5,3,5,5,5,5,3,5
26410,6,6,6,6,6,6,6,6
26411,2,2,2,2,2,2,2,2
26412,5,5,5,5,5,5,5,5
26413,8,8,8,8,8,8,8,8
26414,8,8,8,8,8,8,8,8
26415,9,9,9,9,9,9,9,9
26416,5,5,5,5,5,5,5,5
26417,3,3,3,3,3,3,3,3
26418,7,7,7,7,7,7,7,7
26419,5,5,5,5,5,5,5,5
26420,1,1,1,1,1,1,1,1
26421,5,5,5,5,5,5,5,5
26422,1,1,1,1,1,1,1,1
26423,1,1,1,1,1,1,1,1
26424,4,4,4,4,4,4,4,3
26425,6,6,6,6,6,6,6,6
26426,2,2,2,2,2,2,2,2
26427,1,1,1,1,1,1,1,1
26428,1,1,1,1,1,1,1,1
26429,2,2,2,2,2,2,2,2
26430,2,1,2,2,2,2,3,3
26431,5,4,5,5,5,5,4,4
26432,6,6,6,6,6,6,6,6
26433,5,5,5,5,5,5,5,5
26434,9,9,9,9,9,9,9,9
26435,2,2,2,2,2,2,2,5
26436,5,5,5,5,5,5,5,5
26437,3,3,3,3,3,3,3,3
26438,4,4,4,4,4,4,4,4
26439,9,9,9,9,9,9,9,9
26440,6,6,6,6,6,6,6,6
26441,8,8,8,8,8,8,8,8
26442,9,9,9,9,9,9,9,9
26443,9,9,9,9,9,9,9,9
26444,4,4,4,4,4,4,4,4
26445,8,8,8,8,8,8,8,8
26446,4,4,4,4,4,4,7,4
26447,3,3,3,3,3,3,3,5
26448,5,5,5,5,5,5,5,5
26449,0,0,0,0,0,0,0,0
26450,5,5,5,5,5,5,5,5
26451,5,5,5,5,5,5,5,7
26452,6,8,6,6,6,8,0,0
26453,6,6,6,6,6,6,6,6
26454,6,6,6,6,6,6,6,6
26455,7,7,7,7,7,7,7,7
26456,1,1,1,1,1,1,1,1
26457,0,7,0,0,0,0,7,7
26458,8,8,8,8,8,8,8,8
26459,9,9,9,9,9,9,9,9
26460,1,1,1,1,1,1,1,1
26461,0,0,0,0,0,0,0,0
26462,8,8,8,8,8,8,8,8
26463,8,8,8,8,8,8,8,8
26464,8,8,8,8,8,8,8,8
26465,3,3,3,3,3,3,3,3
26466,0,0,0,0,0,0,0,0
26467,8,8,8,8,8,8,8,8
26468,0,0,0,0,0,0,0,0
26469,3,3,3,3,3,3,3,3
26470,8,8,8,8,8,8,0,0
26471,9,9,9,9,9,9,9,9
26472,8,8,8,8,8,8,8,8
26473,3,3,3,3,3,3,3,3
26474,8,8,8,8,8,8,8,8
26475,2,2,2,2,2,2,2,2
26476,1,1,1,1,1,1,1,1
26477,0,0,0,0,0,0,0,0
26478,8,8,8,8,8,8,0,8
26479,3,3,3,3,3,3,3,3
26480,0,0,0,0,0,0,0,0
26481,6,6,6,6,6,6,6,6
26482,3,6,3,3,3,3,3,3
26483,5,5,5,5,5,5,5,5
26484,5,5,5,5,5,5,5,5
26485,8,8,8,8,8,8,0,8
26486,4,4,4,4,4,4,4,4
26487,7,7,7,7,7,7,7,4
26488,0,0,0,0,0,0,0,0
26489,2,2,2,2,2,2,2,2
26490,7,7,7,7,7,7,7,7
26491,8,8,8,8,8,8,8,8
26492,2,2,2,2,2,2,2,2
26493,3,3,4,3,3,3,3,3
26494,2,2,2,2,2,2,2,2
26495,4,4,4,4,4,4,4,4
26496,1,1,1,1,1,1,1,1
26497,7,7,7,7,7,7,7,7
26498,7,7,7,7,7,7,7,7
26499,5,5,5,5,5,5,3,3
26500,6,6,6,6,6,6,6,6
26501,2,2,2,2,2,2,2,2
26502,9,9,9,9,9,9,9,9
26503,2,2,2,2,2,2,2,2
26504,2,2,2,2,2,2,2,2
26505,6,6,6,6,6,6,6,6
26506,3,6,6,3,3,6,6,6
26507,0,0,0,0,0,0,0,0
26508,8,8,8,8,8,8,8,8
26509,4,4,4,4,4,4,4,4
26510,9,9,9,9,9,9,9,9
26511,2,2,2,2,2,2,3,3
26512,6,6,6,6,6,6,6,6
26513,7,7,7,7,7,7,7,7
26514,1,1,1,1,1,1,3,1
26515,5,5,5,5,5,5,5,5
26516,8,8,8,8,8,8,8,8
26517,6,6,6,6,6,6,3,3
26518,9,9,9,9,9,9,9,9
26519,7,7,7,7,7,7,7,7
26520,8,8,8,8,8,8,8,8
26521,9,9,9,9,9,9,9,9
26522,9,9,9,9,9,9,9,9
26523,4,4,4,4,4,4,4,4
26524,9,9,9,9,9,9,9,9
26525,4,4,4,4,4,4,4,4
26526,5,5,5,5,5,5,5,5
26527,6,6,6,6,6,6,6,6
26528,2,2,2,2,2,2,2,2
26529,9,9,9,9,9,9,1,1
26530,5,5,5,5,5,5,7,7
26531,8,8,8,8,8,8,8,8
26532,3,3,3,3,3,3,3,3
26533,4,4,4,4,4,4,4,4
26534,9,9,9,9,9,9,9,9
26535,0,0,0,0,0,0,0,0
26536,2,2,2,2,2,2,2,2
26537,8,8,8,8,8,8,8,8
26538,9,9,9,9,9,9,9,9
26539,2,2,2,2,2,2,2,3
26540,8,8,8,8,8,8,8,8
26541,9,9,9,9,9,9,9,9
26542,7,7,7,7,7,7,7,7
26543,1,1,1,1,1,1,1,1
26544,3,3,3,3,3,3,3,3
26545,3,3,3,3,3,3,3,3
26546,8,8,8,8,8,8,8,8
26547,5,5,5,5,5,5,5,5
26548,2,2,2,2,2,2,2,2
26549,2,2,2,2,2,2,2,2
26550,9,9,9,9,9,9,9,9
26551,7,7,7,7,7,7,7,7
26552,4,4,4,4,4,4,0,0
26553,7,4,7,7,7,7,7,3
26554,4,4,4,4,4,4,4,4
26555,3,3,3,3,3,3,3,3
26556,9,9,9,9,9,9,9,9
26557,3,3,3,3,3,3,5,5
26558,5,5,5,5,5,5,5,5
26559,7,7,7,7,7,7,7,7
26560,5,5,5,5,5,5,5,5
26561,3,3,3,3,3,3,3,3
26562,7,7,7,7,7,7,7,7
26563,5,5,5,5,5,5,5,5
26564,2,2,2,2,2,2,3,2
26565,6,6,6,6,6,6,6,6
26566,6,6,6,6,6,6,6,6
26567,2,2,2,2,2,2,2,2
26568,6,6,6,6,6,6,6,6
26569,0,0,0,0,0,0,0,0
26570,4,4,4,4,4,4,4,4
26571,4,4,4,4,4,6,6,6
26572,3,3,3,3,3,3,3,3
26573,4,4,4,4,4,4,4,4
26574,9,9,9,9,9,9,9,9
26575,2,0,2,2,2,2,0,3
26576,7,7,7,7,7,7,7,7
26577,8,8,8,8,8,8,3,0
26578,5,5,5,5,5,5,3,5
26579,5,5,5,5,5,5,5,5
26580,4,4,4,4,4,4,4,4
26581,0,0,0,0,0,0,0,0
26582,1,1,1,1,1,1,1,1
26583,8,8,8,8,8,8,8,8
26584,0,0,0,0,0,0,0,0
26585,9,9,9,9,9,9,0,1
26586,8,8,8,8,8,8,8,8
26587,1,1,1,1,1,1,1,1
26588,5,5,5,5,5,5,5,5
26589,3,3,3,3,3,3,3,3
26590,7,7,7,7,7,7,7,7
26591,3,0,3,3,3,3,3,3
26592,5,5,5,5,5,5,5,5
26593,2,2,2,2,2,2,2,2
26594,9,9,9,9,9,9,1,9
26595,3,3,3,3,3,3,3,3
26596,3,3,3,3,3,3,3,3
26597,4,2,4,4,4,4,2,2
26598,9,9,9,9,9,9,9,9
26599,2,2,2,2,2,2,2,2
26600,3,3,3,3,3,3,3,3
26601,2,2,2,2,2,2,2,2
26602,6,6,6,6,6,6,6,6
26603,5,5,5,5,5,5,5,5
26604,0,0,0,0,0,0,0,0
26605,1,1,1,1,1,1,3,1
26606,2,2,2,2,2,2,2,3
26607,5,5,5,5,5,5,5,5
26608,9,9,9,9,9,9,9,9
26609,5,5,5,5,5,5,5,5
26610,9,9,9,9,9,9,9,9
26611,7,7,7,7,7,7,7,7
26612,4,4,4,4,4,4,4,4
26613,9,9,9,9,9,9,9,9
26614,2,2,2,2,2,2,2,2
26615,3,3,3,3,3,3,3,3
26616,7,7,7,7,7,7,7,7
26617,7,7,7,7,7,7,5,5
26618,2,2,2,2,2,2,2,2
26619,6,6,6,6,6,6,6,6
26620,5,5,5,5,5,5,5,5
26621,7,7,7,7,7,7,7,7
26622,9,9,9,9,9,9,9,9
26623,2,2,2,2,2,2,2,2
26624,1,1,1,1,1,1,1,1
26625,8,8,8,8,8,8,8,8
26626,7,7,7,7,7,7,7,7
26627,8,8,8,8,8,8,8,8
26628,9,9,9,9,9,9,9,9
26629,3,0,3,3,3,3,3,3
26630,8,8,8,8,8,8,8,8
26631,3,3,3,3,3,3,3,3
26632,4,4,4,4,4,4,4,4
26633,7,4,7,7,7,4,4,4
26634,5,5,5,5,5,5,5,5
26635,0,0,0,0,0,0,8,8
26636,8,8,8,8,8,8,8,8
26637,4,4,4,4,4,4,4,4
26638,7,7,7,7,7,7,7,7
26639,9,9,9,9,9,9,0,0
26640,0,0,0,0,0,0,0,0
26641,6,6,6,6,6,6,6,6
26642,9,9,9,9,9,9,9,9
26643,5,5,5,5,5,5,5,5
26644,6,6,6,6,6,6,6,6
26645,7,7,7,7,7,7,7,7
26646,0,0,0,0,0,0,0,3
26647,6,6,6,6,6,6,6,6
26648,4,4,4,4,4,7,7,7
26649,8,8,8,8,8,8,0,0
26650,8,8,8,8,8,8,8,8
26651,2,2,2,2,2,2,2,2
26652,3,3,3,3,3,3,6,6
26653,9,9,9,9,9,9,9,9
26654,2,2,2,2,2,2,2,3
26655,9,9,9,9,9,9,9,9
26656,1,1,1,1,1,1,1,1
26657,1,1,1,1,1,1,1,1
26658,9,9,9,9,9,9,9,9
26659,7,7,7,7,7,7,2,5
26660,6,6,6,6,6,6,6,6
26661,0,0,0,0,0,0,0,0
26662,9,9,9,9,9,9,9,9
26663,6,6,6,6,6,6,6,6
26664,7,7,7,7,7,7,7,7
26665,7,7,7,7,7,7,7,7
26666,1,1,1,1,1,1,1,1
26667,7,7,7,7,7,7,7,7
26668,5,5,5,5,5,5,5,5
26669,9,9,9,9,9,9,9,9
26670,0,0,0,0,0,0,0,0
26671,6,6,6,6,6,6,6,6
26672,2,2,2,2,2,2,2,2
26673,1,1,1,1,1,1,1,1
26674,7,7,7,7,7,7,7,7
26675,3,3,3,3,3,3,3,3
26676,3,3,3,3,3,3,3,3
26677,8,8,8,8,8,8,8,8
26678,1,1,1,1,1,1,1,1
26679,4,4,4,4,4,4,4,4
26680,7,7,7,7,7,7,7,7
26681,6,6,6,6,6,6,6,6
26682,1,1,1,1,1,1,1,1
26683,5,5,5,5,5,5,5,5
26684,3,3,3,3,3,3,3,3
26685,3,3,3,3,3,3,3,3
26686,3,3,3,3,3,3,3,3
26687,4,4,4,4,4,4,4,4
26688,3,3,3,3,3,5,5,5
26689,2,2,2,2,2,2,2,2
26690,1,1,1,1,1,1,1,1
26691,3,3,3,3,3,3,3,3
26692,1,1,1,1,1,1,1,9
26693,1,1,1,1,1,1,1,1
26694,1,1,1,1,1,1,1,1
26695,3,3,3,3,3,3,3,3
26696,2,2,2,2,2,2,2,2
26697,9,9,9,9,9,9,9,9
26698,0,0,0,0,0,0,8,8
26699,5,5,5,5,5,5,5,5
26700,4,4,4,4,4,4,4,4
26701,8,8,8,8,8,8,8,8
26702,5,5,5,5,5,5,5,5
26703,0,0,0,0,0,0,0,0
26704,4,4,4,4,4,4,5,5
26705,0,0,0,0,0,0,0,0
26706,5,5,5,5,5,5,3,3
26707,6,6,6,6,6,6,6,6
26708,5,3,5,5,5,5,3,3
26709,4,4,4,4,4,4,4,4
26710,4,4,4,4,4,4,4,4
26711,6,6,6,6,6,2,2,2
26712,9,9,9,9,9,9,9,9
26713,6,6,6,6,6,6,6,6
26714,9,9,9,9,9,9,9,9
26715,6,6,6,6,6,6,6,6
26716,1,1,1,1,1,1,1,1
26717,2,2,2,2,2,2,2,2
26718,9,9,9,9,9,9,3,3
26719,4,4,4,4,4,4,4,4
26720,6,6,6,6,6,6,6,6
26721,3,3,3,3,3,3,5,5
26722,6,6,6,6,6,6,6,6
26723,7,7,7,7,7,7,3,3
26724,3,3,3,3,3,3,3,3
26725,8,8,8,8,8,8,8,8
26726,1,1,1,1,1,1,1,1
26727,0,0,0,0,0,0,0,0
26728,5,5,5,5,5,5,5,5
26729,4,4,4,4,4,4,4,4
26730,8,8,8,8,8,8,8,8
26731,7,7,7,7,7,7,7,7
26732,9,9,9,9,9,9,0,0
26733,1,1,1,1,1,1,1,1
26734,9,9,9,9,9,9,9,9
26735,6,6,6,6,6,6,6,6
26736,4,4,4,4,4,4,4,4
26737,3,3,3,3,3,3,3,3
26738,2,2,2,2,2,4,4,4
26739,4,4,4,4,4,4,4,4
26740,9,9,9,9,9,9,9,9
26741,9,9,9,9,9,9,9,9
26742,7,7,7,7,7,7,7,7
26743,8,8,8,8,8,8,8,8
26744,2,2,2,2,2,2,2,2
26745,8,8,8,8,8,8,8,8
26746,2,2,2,2,2,2,2,2
26747,2,2,2,2,2,2,2,2
26748,1,1,1,1,1,1,1,1
26749,7,7,7,7,7,7,7,5
26750,7,7,7,7,7,7,7,7
26751,2,2,2,2,2,2,2,2
26752,1,1,1,1,1,1,1,1
26753,5,5,5,5,5,5,5,5
26754,2,2,2,2,2,2,2,2
26755,1,1,1,1,1,1,1,1
26756,6,6,6,6,6,6,6,6
26757,5,5,5,5,5,5,5,5
26758,0,0,0,0,0,0,0,0
26759,0,0,0,0,0,0,0,0
26760,4,4,4,4,4,4,4,4
26761,1,1,1,1,1,1,1,1
26762,0,0,0,0,0,0,0,3
26763,1,1,1,1,1,1,1,1
26764,1,1,1,1,1,1,1,1
26765,3,3,3,3,3,3,3,3
26766,4,4,4,4,4,4,4,4
26767,8,8,8,8,8,8,8,8
26768,7,7,7,7,7,7,7,7
26769,2,2,2,2,2,2,2,2
26770,2,2,2,2,2,2,2,2
26771,4,4,4,4,4,4,4,4
26772,1,1,1,1,1,1,1,1
26773,4,4,4,4,4,4,4,4
26774,2,2,2,2,2,2,4,4
26775,2,2,2,2,2,2,2,2
26776,2,2,2,2,2,2,4,4
26777,3,7,5,3,3,3,7,7
26778,6,6,6,6,6,6,6,6
26779,2,2,2,2,2,2,2,2
26780,8,8,8,8,8,8,8,8
26781,9,9,9,9,9,9,9,9
26782,5,5,5,5,5,5,5,5
26783,1,1,1,1,1,1,1,1
26784,0,0,0,0,0,0,0,0
26785,3,3,3,3,3,3,3,3
26786,6,6,6,6,6,6,6,6
26787,1,1,1,1,1,1,1,1
26788,5,5,5,5,5,5,5,5
26789,1,1,1,1,1,1,1,1
26790,8,8,8,8,8,8,8,8
26791,8,9,8,8,8,8,9,8
26792,5,5,5,5,5,5,5,5
26793,8,8,8,8,8,8,8,8
26794,3,3,3,3,3,3,3,3
26795,8,0,8,8,8,8,8,0
26796,2,2,2,2,2,2,2,3
26797,5,5,5,5,5,5,5,5
26798,8,8,8,8,8,8,8,8
26799,4,4,4,4,4,4,4,4
26800,0,0,0,0,0,0,0,0
26801,4,4,4,4,4,4,4,4
26802,0,0,0,0,0,0,0,0
26803,7,7,7,7,7,7,7,7
26804,3,3,3,3,3,3,3,3
26805,9,9,9,9,9,9,9,9
26806,6,6,6,6,6,6,6,6
26807,7,7,7,7,7,7,7,7
26808,3,9,3,3,3,9,9,3
26809,1,1,1,1,1,1,1,1
26810,8,8,8,8,8,8,8,8
26811,4,4,4,4,4,4,4,4
26812,2,2,2,2,2,2,2,2
26813,8,8,8,8,8,8,8,8
26814,3,3,3,3,3,3,3,3
26815,0,0,0,0,0,0,0,0
26816,4,4,4,4,4,4,4,4
26817,8,8,8,8,8,8,8,8
26818,5,5,5,5,5,5,5,5
26819,3,3,3,3,3,3,3,3
26820,9,9,9,9,9,9,8,0
26821,7,7,7,7,7,7,7,7
26822,9,9,9,9,9,9,9,9
26823,3,3,3,3,3,3,3,3
26824,9,9,9,9,9,9,9,9
26825,9,9,9,9,9,9,9,9
26826,8,8,8,8,8,8,8,8
26827,2,2,2,2,2,2,2,2
26828,2,2,2,2,2,2,2,2
26829,6,6,6,6,6,6,6,6
26830,9,9,9,9,9,9,9,9
26831,6,6,6,6,6,6,6,6
26832,4,4,4,4,4,4,4,4
26833,3,3,3,3,3,3,3,3
26834,9,9,9,9,9,9,9,9
26835,2,2,2,2,2,2,2,2
26836,1,1,1,1,1,1,1,1
26837,7,7,7,7,7,7,4,4
26838,5,5,5,5,5,5,5,5
26839,9,9,9,9,9,9,9,9
26840,8,8,8,8,8,8,3,3
26841,2,2,2,2,2,2,2,2
26842,8,8,8,8,8,8,8,8
26843,6,6,6,6,6,6,6,6
26844,2,2,2,2,2,2,2,2
26845,7,7,7,7,7,7,5,3
26846,0,0,0,0,0,0,0,0
26847,2,2,2,2,2,2,2,2
26848,0,0,0,0,0,0,0,0
26849,3,3,3,3,3,3,3,3
26850,1,1,1,1,1,1,9,9
26851,0,8,0,0,0,0,8,8
26852,2,2,2,2,2,2,2,2
26853,2,2,2,2,2,2,2,2
26854,0,0,0,0,0,0,0,0
26855,8,8,8,8,8,8,8,8
26856,9,9,9,9,9,9,9,9
26857,9,9,9,9,9,9,9,9
26858,9,9,9,9,9,9,9,9
26859,7,7,7,7,7,7,7,7
26860,7,7,7,7,7,7,7,7
26861,1,1,1,1,1,1,1,1
26862,9,9,9,9,9,9,9,9
26863,4,4,4,4,4,4,4,4
26864,0,0,0,0,0,0,0,0
26865,3,3,3,3,3,3,3,3
26866,6,6,6,6,6,6,6,6
26867,4,7,4,4,4,7,7,7
26868,8,8,8,8,8,8,8,8
26869,3,3,3,3,3,3,3,3
26870,3,3,3,3,3,3,3,3
26871,8,8,8,8,8,8,8,8
26872,1,1,1,1,1,1,9,9
26873,9,1,9,9,9,1,1,1
26874,5,5,5,5,5,5,5,5
26875,8,8,8,8,8,8,8,8
26876,5,5,5,5,5,5,5,5
26877,9,9,9,9,9,9,9,9
26878,9,9,9,9,9,9,9,9
26879,6,6,6,6,6,6,6,6
26880,7,7,7,7,7,7,7,7
26881,7,7,7,7,7,7,7,7
26882,4,4,4,4,4,4,4,4
26883,6,6,6,6,6,6,3,3
26884,4,4,4,4,4,4,7,7
26885,7,7,7,7,7,7,7,7
26886,9,9,9,9,9,9,9,9
26887,2,2,2,2,2,2,2,2
26888,3,3,3,3,3,3,3,3
26889,3,3,3,3,3,3,3,3
26890,2,2,2,2,2,2,2,2
26891,0,0,0,0,0,0,0,0
26892,8,8,8,8,8,8,8,8
26893,2,2,2,2,2,2,2,2
26894,9,9,9,9,9,9,9,9
26895,2,2,2,2,2,2,2,2
26896,6,6,6,6,6,6,6,6
26897,3,3,3,3,3,3,3,5
26898,2,2,2,2,2,2,2,2
26899,0,0,0,0,0,0,0,0
26900,2,2,2,2,2,2,2,2
26901,1,1,1,1,1,1,1,1
26902,6,6,6,6,6,6,6,6
26903,7,9,7,7,7,9,0,0
26904,2,2,2,2,2,2,2,2
26905,7,7,7,7,7,7,7,7
26906,5,5,5,5,5,5,5,5
26907,0,0,0,0,0,0,0,0
26908,5,5,5,5,5,5,5,5
26909,3,3,3,3,3,3,3,3
26910,9,9,9,9,9,9,9,9
26911,5,5,5,5,5,5,5,5
26912,2,2,2,2,2,2,2,2
26913,7,7,7,7,7,7,7,7
26914,5,5,5,5,5,5,5,5
26915,6,6,6,6,6,6,6,6
26916,0,0,0,0,0,0,0,0
26917,3,3,3,3,3,3,5,3
26918,9,9,9,9,9,9,9,9
26919,9,9,9,9,9,9,9,9
26920,3,3,3,3,3,3,3,3
26921,4,4,4,4,4,4,4,4
26922,6,6,6,6,6,6,6,6
26923,3,3,3,3,3,3,3,3
26924,3,3,3,3,3,3,3,3
26925,5,5,5,5,5,5,5,5
26926,8,8,8,8,8,8,8,8
26927,9,9,9,9,9,9,9,9
26928,2,2,2,2,2,2,2,2
26929,1,1,1,1,1,1,1,1
26930,6,3,3,6,6,3,3,3
26931,7,7,7,7,7,7,7,3
26932,2,2,2,2,2,2,2,2
26933,5,5,5,5,5,5,5,5
26934,5,5,5,5,5,5,5,5
26935,7,7,7,7,7,7,7,7
26936,1,1,1,1,1,1,1,1
26937,5,5,5,5,5,5,5,5
26938,1,1,1,1,1,1,1,1
26939,9,9,9,9,9,9,9,9
26940,3,3,3,3,3,3,3,3
26941,6,6,6,6,6,6,6,6
26942,5,2,5,5,5,5,3,3
26943,9,9,9,9,9,9,9,9
26944,8,8,8,8,8,8,8,8
26945,1,1,1,1,1,1,1,1
26946,5,5,5,5,5,5,5,5
26947,9,9,9,9,9,9,9,9
26948,0,0,0,0,0,0,8,8
26949,5,5,5,5,5,5,5,5
26950,7,7,7,7,7,7,7,4
26951,7,7,7,7,7,7,7,7
26952,2,2,2,2,2,2,2,2
26953,8,8,8,8,8,8,8,8
26954,5,5,5,5,5,5,5,5
26955,6,6,6,6,6,6,6,6
26956,9,9,9,9,9,9,9,9
26957,0,0,0,0,0,0,0,0
26958,2,2,2,2,2,2,2,2
26959,5,5,5,5,5,5,5,5
26960,0,0,0,0,0,0,0,0
26961,2,2,2,2,2,2,2,2
26962,1,1,1,1,1,1,1,1
26963,3,3,3,3,3,3,3,3
26964,5,3,3,5,5,5,3,3
26965,1,1,1,1,1,1,1,1
26966,6,6,6,6,6,6,6,3
26967,1,1,1,1,1,1,1,1
26968,9,9,9,9,9,9,9,9
26969,7,7,7,7,7,7,7,7
26970,7,7,7,7,7,7,7,7
26971,3,3,3,3,3,3,3,3
26972,6,6,6,6,6,6,6,6
26973,3,3,3,3,3,3,3,3
26974,7,7,7,7,7,7,7,7
26975,8,8,8,8,8,8,8,8
26976,4,4,4,4,4,4,4,4
26977,1,1,1,1,1,1,1,1
26978,3,3,3,3,3,3,3,3
26979,2,2,2,2,2,2,2,2
26980,9,9,9,9,9,9,9,9
26981,5,5,5,5,5,5,5,5
26982,0,0,0,0,0,0,0,0
26983,6,6,6,6,6,6,6,2
26984,1,1,1,1,1,1,3,1
26985,5,5,5,5,5,5,5,5
26986,0,0,0,0,0,0,0,0
26987,1,1,1,1,1,1,1,1
26988,6,6,6,6,6,6,6,6
26989,2,2,2,2,2,2,2,2
26990,5,5,5,5,5,5,5,5
26991,4,4,4,4,4,4,4,4
26992,1,1,1,1,1,1,1,1
26993,2,2,2,2,2,2,2,2
26994,5,5,5,5,5,5,5,5
26995,6,6,6,6,6,6,6,6
26996,0,0,0,0,0,0,0,0
26997,5,5,5,5,5,5,5,5
26998,8,8,8,8,8,8,3,3
26999,9,9,9,9,9,9,9,9
27000,1,1,1,1,1,1,1,1
27001,4,4,4,4,4,4,4,4
27002,4,4,4,4,4,4,4,4
27003,9,9,9,9,9,9,9,9
27004,4,4,4,4,4,4,4,4
27005,8,8,8,8,8,8,8,8
27006,4,4,4,4,4,4,4,7
27007,3,3,3,3,3,3,3,3
27008,0,0,0,0,0,0,0,0
27009,5,5,5,5,5,5,5,5
27010,7,7,7,7,7,7,7,7
27011,7,7,7,7,7,7,7,7
27012,8,8,8,8,8,8,8,8
27013,6,6,6,6,6,6,6,6
27014,3,6,6,3,3,6,6,6
27015,7,2,7,7,7,7,2,2
27016,1,1,1,1,1,1,3,1
27017,5,5,5,5,5,5,5,5
27018,3,3,3,3,3,3,3,3
27019,7,7,7,7,7,7,7,7
27020,7,7,7,7,7,7,7,7
27021,1,1,1,1,1,1,1,1
27022,2,2,2,2,2,2,2,2
27023,7,7,7,7,7,7,7,7
27024,1,1,1,1,1,1,1,1
27025,3,3,3,3,3,3,3,3
27026,6,6,6,6,6,6,6,6
27027,7,7,7,7,7,7,7,7
27028,2,2,2,2,2,2,2,2
27029,9,9,9,9,9,9,9,9
27030,5,5,5,5,5,5,5,5
27031,6,6,6,6,6,6,6,6
27032,5,5,5,5,5,5,5,5
27033,0,0,0,0,0,0,0,0
27034,0,0,0,0,0,0,0,0
27035,4,4,4,4,4,4,4,4
27036,4,4,4,4,4,4,4,4
27037,3,3,3,3,3,3,3,3
